time_of_day,is_walking,is_gps_moving,movement_speed_kmh,playback_duration_minutes,is_repeated_playback,current_signal,is_weak_signal,sig_hist_t_1,sig_hist_t_2,sig_hist_t_3,sig_hist_t_4,sig_hist_t_5,disconnect_probability,label_will_disconnect
4,0,0,0.0,0.5,0,0,1,0,0,1,0,0,0.7286242671668559,1
8,0,0,0.0,12.348881983484166,0,0,1,0,0,0,1,0,0.6765068914777315,1
14,0,0,0.0,5.182503096247137,0,0,1,0,0,0,0,1,0.5795837770089531,0
2,0,0,0.0,2.85302397461287,0,1,1,0,0,0,0,0,0.5652079696068454,0
5,0,0,0.0,27.356514627786517,0,2,0,1,0,0,0,0,0.505445543381039,0
16,1,1,4.540561043268441,0.5,0,2,0,2,1,0,0,0,0.5618488549842502,0
20,0,0,0.0,17.650670224976484,0,3,0,2,2,1,0,0,0.31093078691387943,0
7,0,0,0.0,12.764539250201638,0,3,0,3,2,2,1,0,0.2278200629003064,0
20,0,0,0.0,22.146714616357723,0,3,0,3,3,2,2,1,0.20800515923255772,0
10,1,1,2.9889665708420106,2.1280044432024763,0,3,0,3,3,3,2,2,0.3702575224405946,0
5,0,0,0.0,30.786741768203136,1,4,0,3,3,3,3,2,0.11954375886009388,0
7,0,0,0.0,5.820956010899507,0,4,0,4,3,3,3,3,0.15417516161148898,0
9,0,0,0.0,0.5,0,4,0,4,4,3,3,3,0.06540546514315822,0
23,0,0,0.0,16.036249614801925,0,3,0,4,4,4,3,3,0.1572798244303124,0
2,0,0,0.0,29.422403827414794,1,3,0,3,4,4,4,3,0.2297180259600372,0
22,1,1,2.709729145718149,6.547173658377087,1,4,0,3,3,4,4,4,0.22057254600222082,0
13,0,0,0.0,11.248115621189003,1,4,0,4,3,3,4,4,0.10793327051312385,0
22,0,0,0.0,7.973924908768187,0,4,0,4,4,3,3,4,0.021634735154666088,0
13,0,0,0.0,0.6509005403663097,0,4,0,4,4,4,3,3,0.06906395909847741,0
9,0,0,0.0,20.983359908499427,0,4,0,4,4,4,4,3,0.13452707864315017,0
11,1,1,5.55037046577464,42.57365714291617,0,4,0,4,4,4,4,4,0.14971233454803645,0
5,0,0,0.0,8.172921380999444,0,4,0,4,4,4,4,4,0.04638388520371779,0
11,0,0,0.0,2.339911923427326,0,4,0,4,4,4,4,4,0.0,0
22,1,1,4.8060907902152765,10.550216028605131,0,4,0,4,4,4,4,4,0.2495399251577345,0
13,0,0,0.0,35.269491342252394,0,4,0,4,4,4,4,4,0.08076537084871155,0
1,1,1,3.190116167093636,13.964189231052961,0,4,0,4,4,4,4,4,0.1401723345464173,0
8,1,1,4.626695822028917,3.580666253477428,0,4,0,4,4,4,4,4,0.20880887734041803,0
9,1,1,4.464301672657242,12.08493915733488,1,3,0,4,4,4,4,4,0.2342236750173472,0
16,0,0,0.0,5.937149137622779,0,4,0,3,4,4,4,4,0.06592697728996498,0
16,1,1,4.211223506057031,0.5,0,4,0,4,3,4,4,4,0.2592354715716645,0
2,0,0,0.0,36.738871121130884,0,4,0,4,4,3,4,4,0.10162003748447777,0
18,0,0,0.0,23.731384211886382,0,4,0,4,4,4,3,4,0.11144495913533288,0
0,0,0,0.0,38.670439855198694,0,4,0,4,4,4,4,3,0.08818629888698983,0
11,0,0,0.0,17.22322674105311,0,3,0,4,4,4,4,4,0.10200939107606374,0
6,1,1,6.387198987761739,8.96042801578464,1,3,0,3,4,4,4,4,0.36529446466274595,0
3,0,0,0.0,10.194239866688953,0,3,0,3,3,4,4,4,0.20281700217057885,0
9,1,1,5.743951402122621,3.4340366714909982,0,4,0,3,3,3,4,4,0.2807207488365825,0
12,1,1,6.0810976403249954,7.323714047246083,0,4,0,4,3,3,3,4,0.21729282297001892,0
1,0,0,0.0,2.684225424916265,1,4,0,4,4,3,3,3,0.11182774376883702,0
9,0,0,0.0,9.62147193350882,1,4,0,4,4,4,3,3,0.18045344641475008,0
20,0,1,25.0,15.573446146873602,0,3,0,4,4,4,4,3,0.3860896987296597,0
21,0,0,0.0,4.447739526300035,0,2,0,3,4,4,4,4,0.3204649830383558,0
3,0,0,0.0,43.17387785522745,1,2,0,2,3,4,4,4,0.25338459079771125,0
17,1,1,7.826780537643981,15.612770022212699,0,1,1,2,2,3,4,4,0.6884571805746679,1
4,1,1,3.657768065681312,3.725337636303592,0,1,1,1,2,2,3,4,0.7123319778464694,1
18,0,0,0.0,2.740835763255417,0,1,1,1,1,2,2,3,0.469608243960159,0
1,0,0,0.0,2.794415331626784,1,1,1,1,1,1,2,2,0.5301891041021412,0
11,0,0,0.0,54.66184358161185,0,0,1,1,1,1,1,2,0.632960092061907,0
16,0,0,0.0,4.0500478240199165,0,1,1,0,1,1,1,1,0.4878438251600292,0
9,1,1,4.250359550173438,2.765583104455825,0,2,0,1,0,1,1,1,0.5447032075287764,0
1,0,0,0.0,2.6867158016867947,1,3,0,2,1,0,1,1,0.26449922474994836,0
5,0,1,25.0,6.33065908255011,0,2,0,3,2,1,0,1,0.4720899834193578,0
7,1,1,5.045907128322754,14.329984654579695,0,2,0,2,3,2,1,0,0.6111530427076606,0
18,1,1,4.286394509561313,1.2356930001031945,1,2,0,2,2,3,2,1,0.48690822392793726,0
10,0,0,0.0,2.605207386604892,0,2,0,2,2,2,3,2,0.38443325336706624,0
11,0,0,0.0,56.23115527650632,0,2,0,2,2,2,2,3,0.22098967494993377,0
8,0,0,0.0,14.426850878807432,0,2,0,2,2,2,2,2,0.36414397714223506,0
1,0,0,0.0,2.256821331811343,0,2,0,2,2,2,2,2,0.3033685185886126,0
7,1,1,3.5697953614637425,11.980863901534503,0,2,0,2,2,2,2,2,0.37144491368487875,0
10,0,0,0.0,4.1350681623622,0,2,0,2,2,2,2,2,0.272984114369566,0
20,1,1,6.140020711950995,54.5251773159003,0,1,1,2,2,2,2,2,0.7725816291131541,1
3,0,0,0.0,7.385258965058338,0,2,0,1,2,2,2,2,0.3972243203249687,0
9,0,0,0.0,2.3038271358759976,0,2,0,2,1,2,2,2,0.39620807201974584,0
20,1,1,4.004837180263747,14.23861723455054,0,3,0,2,2,1,2,2,0.5045524095248374,0
19,1,1,5.667931194443657,2.215444587380323,0,3,0,3,2,2,1,2,0.39267993857451217,0
15,0,0,0.0,10.949343922212671,0,3,0,3,3,2,2,1,0.250857944233017,0
7,0,0,0.0,28.681774217326605,0,2,0,3,3,3,2,2,0.3792263319139885,0
3,0,0,0.0,6.363544578799855,0,2,0,2,3,3,3,2,0.38913494552175165,0
9,0,0,0.0,9.736423214036238,0,2,0,2,2,3,3,3,0.36232430716216735,0
11,1,1,4.631766794417503,1.7198217900101898,0,3,0,2,2,2,3,3,0.46079779348269095,0
13,0,0,0.0,15.591350240057771,0,4,0,3,2,2,2,3,0.13666123336956415,0
15,0,0,0.0,1.7837779313788547,0,3,0,4,3,2,2,2,0.21470137244927973,0
21,0,0,0.0,5.93936322231626,0,3,0,3,4,3,2,2,0.15898483501536032,0
17,1,1,3.297731958247449,27.600026831989975,0,3,0,3,3,4,3,2,0.32192904419753887,0
20,1,1,5.446773156415688,2.4363477468408807,0,3,0,3,3,3,4,3,0.37985369811910763,0
21,1,1,3.559683899950109,27.504673753853307,0,2,0,3,3,3,3,4,0.38254596125863455,0
20,0,0,0.0,14.936985880513538,0,3,0,2,3,3,3,3,0.26917521539132205,0
11,1,1,4.340441493176595,2.280552547442455,1,4,0,3,2,3,3,3,0.28624968459319594,0
17,0,0,0.0,2.767719434069307,0,4,0,4,3,2,3,3,0.17215767469401733,0
6,1,1,3.155039974523007,16.324586307647824,0,4,0,4,4,3,2,3,0.24025887526021733,0
19,1,1,4.04924225458972,19.59402494332004,0,4,0,4,4,4,3,2,0.23839517163498092,0
23,0,1,25.0,15.995088051086611,0,3,0,4,4,4,4,3,0.25215079854941685,0
22,0,0,0.0,18.779177141084464,0,3,0,3,4,4,4,4,0.11559093767016233,0
6,0,0,0.0,6.731465141346242,0,3,0,3,3,4,4,4,0.16500689290715406,0
8,0,0,0.0,0.5,0,3,0,3,3,3,4,4,0.21241463365893437,0
0,0,0,0.0,11.290285941646868,0,3,0,3,3,3,3,4,0.17293246367814874,0
5,0,0,0.0,13.540172526555255,1,4,0,3,3,3,3,3,0.12145260099992142,0
5,0,0,0.0,17.454681774503445,0,4,0,4,3,3,3,3,0.04189077911449826,0
21,0,0,0.0,3.9460724768654676,1,4,0,4,4,3,3,3,0.002333995430762792,0
11,1,1,3.981941343823327,2.799132918962993,0,4,0,4,4,4,3,3,0.28627627848536014,0
21,1,1,3.3340268699933215,26.606325844631137,0,4,0,4,4,4,4,3,0.30358423716793503,0
11,0,0,0.0,27.610816558512937,0,4,0,4,4,4,4,4,0.07932925126327184,0
9,0,0,0.0,65.86367560300617,0,3,0,4,4,4,4,4,0.0747877151116855,0
22,0,0,0.0,6.227293554119445,0,3,0,3,4,4,4,4,0.14924893685514984,0
5,0,0,0.0,0.9124701185301793,1,2,0,3,3,4,4,4,0.23527268416446384,0
16,0,0,0.0,9.690628030972427,0,2,0,2,3,3,4,4,0.2930918907086656,0
18,0,0,0.0,9.801570785555075,0,3,0,2,2,3,3,4,0.1511598328800559,0
17,0,0,0.0,0.5582119843469531,0,4,0,3,2,2,3,3,0.17746150974910796,0
5,0,0,0.0,12.837159995315353,0,3,0,4,3,2,2,3,0.19394502768084926,0
23,0,0,0.0,4.533187744592157,0,2,0,3,4,3,2,2,0.34352403818207605,0
18,0,0,0.0,1.9026003451452287,0,2,0,2,3,4,3,2,0.3426312432779698,0
9,0,0,0.0,13.928913820387004,0,2,0,2,2,3,4,3,0.29929559010262224,0
23,0,0,0.0,4.976513952167309,0,1,1,2,2,2,3,4,0.3467714062883849,0
7,0,0,0.0,12.368451637057744,1,2,0,1,2,2,2,3,0.4236770484809208,0
20,1,1,3.9548228451501077,0.5,0,2,0,2,1,2,2,2,0.6236143868810915,0
23,0,0,0.0,6.840782487007123,1,2,0,2,2,1,2,2,0.3298183754049197,0
5,0,0,0.0,30.08429390545008,0,1,1,2,2,2,1,2,0.3970981710062575,0
20,0,0,0.0,15.752352851378129,0,1,1,1,2,2,2,1,0.540481859785676,0
6,0,0,0.0,30.318740472294937,0,1,1,1,1,2,2,2,0.4598004486636925,0
23,0,0,0.0,20.23350460911761,0,1,1,1,1,1,2,2,0.4308610131020225,0
0,0,0,0.0,19.07924884263354,0,2,0,1,1,1,1,2,0.3301454613148589,0
17,1,1,3.1474775422585166,30.605985032933955,0,2,0,2,1,1,1,1,0.5991856170825425,0
23,0,0,0.0,0.5,0,2,0,2,2,1,1,1,0.3635154436398417,0
19,0,0,0.0,8.170863887481518,1,2,0,2,2,2,1,1,0.4094324600350657,0
11,0,0,0.0,48.439218421390024,0,1,1,2,2,2,2,1,0.44172215671738346,0
15,1,1,4.895674381042625,2.924934284256043,0,2,0,1,2,2,2,2,0.46680408143487223,0
9,1,1,3.2641888157484305,15.907932373147412,0,3,0,2,1,2,2,2,0.41281633538867357,0
9,1,1,5.725838770888582,23.423522384600574,0,3,0,3,2,1,2,2,0.3503948894055245,0
13,0,0,0.0,40.68189450142125,0,3,0,3,3,2,1,2,0.23355228170568576,0
19,1,1,3.1986025530306543,30.81216252474929,0,3,0,3,3,3,2,1,0.3535971917155067,0
9,1,1,6.009581738210652,16.932109680067974,1,4,0,3,3,3,3,2,0.2454855017092511,0
9,0,0,0.0,18.628254325660766,0,4,0,4,3,3,3,3,0.13883556429547284,0
10,0,0,0.0,6.3018973406665815,0,4,0,4,4,3,3,3,0.07449675459644522,0
22,0,0,0.0,3.8027962636299195,0,4,0,4,4,4,3,3,0.0,0
1,0,0,0.0,47.77538510986823,0,4,0,4,4,4,4,3,0.04883470745160971,0
19,0,0,0.0,55.67668316324141,0,4,0,4,4,4,4,4,0.10877532423596332,0
7,0,0,0.0,8.29041703719425,0,3,0,4,4,4,4,4,0.21657496891669847,0
22,1,1,4.653138954360175,7.935468541753067,0,4,0,3,4,4,4,4,0.2552575820990757,0
6,0,0,0.0,9.014478162832734,0,4,0,4,3,4,4,4,0.019949986760610577,0
7,1,1,4.206333861371848,9.282118251634609,1,3,0,4,4,3,4,4,0.3375008491091902,0
0,0,0,0.0,27.693220426925265,0,3,0,3,4,4,3,4,0.19341877944744004,0
20,1,1,3.5691501036752937,8.450070834777978,0,2,0,3,3,4,4,3,0.5378886667157456,0
1,0,0,0.0,32.10078838682362,1,2,0,2,3,3,4,4,0.24268910132322494,0
17,0,0,0.0,17.82074038047757,0,2,0,2,2,3,3,4,0.2830930383685818,0
14,0,0,0.0,50.45477139739788,0,2,0,2,2,2,3,3,0.3294712483522692,0
0,0,0,0.0,16.838674451445357,0,2,0,2,2,2,2,3,0.2979711996757977,0
4,0,0,0.0,7.969924570199914,0,2,0,2,2,2,2,2,0.3345478088626055,0
1,0,0,0.0,37.51179651634238,0,3,0,2,2,2,2,2,0.2230096856765578,0
19,0,0,0.0,3.916467140129906,0,3,0,3,2,2,2,2,0.30390664840650417,0
2,0,1,25.0,50.267062959689035,0,2,0,3,3,2,2,2,0.4626671414673004,0
18,1,1,4.032642286902276,0.6660038769690872,0,3,0,2,3,3,2,2,0.40972528667423924,0
17,0,0,0.0,15.36401154679093,0,3,0,3,2,3,3,2,0.21359724553312193,0
21,0,0,0.0,0.5,0,4,0,3,3,2,3,3,0.06914555350101607,0
17,0,0,0.0,3.4218471561448984,0,3,0,4,3,3,2,3,0.2601166941775172,0
13,0,0,0.0,9.35362424360693,0,4,0,3,4,3,3,2,0.12325453301574268,0
23,0,0,0.0,2.584493768879941,1,4,0,4,3,4,3,3,0.09530449418737014,0
7,0,0,0.0,67.40958471305336,0,4,0,4,4,3,4,3,0.12273852373305552,0
11,1,1,3.888054268170685,22.24290462618203,0,4,0,4,4,4,3,4,0.207093915707245,0
20,0,0,0.0,28.542499577238097,1,4,0,4,4,4,4,3,0.14091366279382922,0
9,0,0,0.0,57.998904683056175,0,4,0,4,4,4,4,4,0.03191321750718847,0
22,0,0,0.0,16.848280088770068,0,3,0,4,4,4,4,4,0.20171321899052427,0
19,0,0,0.0,4.650923196969428,0,2,0,3,4,4,4,4,0.2042739794247765,0
16,0,0,0.0,21.21754586112802,0,2,0,2,3,4,4,4,0.27712225782022837,0
10,0,0,0.0,13.167273360596084,0,1,1,2,2,3,4,4,0.4531454639449022,0
1,0,0,0.0,4.669359770022285,1,0,1,1,2,2,3,4,0.5450277169813269,0
3,0,0,0.0,6.866015041969743,0,0,1,0,1,2,2,3,0.643630553057758,0
0,0,0,0.0,14.042348489587988,0,0,1,0,0,1,2,2,0.5779290486830155,0
14,1,1,4.480610461520552,7.549173910960556,0,0,1,0,0,0,1,2,0.9717162268695851,1
12,1,1,3.033766969353451,4.02077970008244,0,0,1,0,0,0,0,1,0.8986792413937897,1
7,0,1,25.0,8.429762669312673,0,0,1,0,0,0,0,0,0.9559462343895802,1
3,0,0,0.0,3.990782903622372,0,0,1,0,0,0,0,0,0.6456279889473758,0
9,0,0,0.0,31.204899319254707,1,0,1,0,0,0,0,0,0.5895515389860014,0
18,1,1,3.9955124820162853,17.766164083431832,0,0,1,0,0,0,0,0,0.9755712356316775,1
17,1,1,4.974415633000222,7.08700001402315,0,1,1,0,0,0,0,0,0.9488217703361902,1
4,0,0,0.0,43.627083394700065,0,1,1,1,0,0,0,0,0.5374395225652145,0
18,0,0,0.0,7.388609534345036,0,1,1,1,1,0,0,0,0.548191400379543,0
22,0,0,0.0,12.816268690204744,0,1,1,1,1,1,0,0,0.5267623474255355,0
21,0,0,0.0,10.757667852311918,0,2,0,1,1,1,1,0,0.4106692644452653,0
15,1,1,4.399380251752735,1.9502043306393093,0,2,0,2,1,1,1,1,0.5175901737539631,0
0,0,0,0.0,8.269298216667133,0,2,0,2,2,1,1,1,0.4029088827986409,0
11,1,1,3.9933788314473744,1.2107602348888569,0,2,0,2,2,2,1,1,0.4970332540600601,0
23,0,0,0.0,2.804910447828543,0,3,0,2,2,2,2,1,0.3523835558584536,0
1,0,0,0.0,23.234194676046677,0,3,0,3,2,2,2,2,0.1913662249946098,0
20,0,0,0.0,5.4072741305989025,0,2,0,3,3,2,2,2,0.3968334757114424,0
7,0,1,25.0,1.3974594213130198,0,1,1,2,3,3,2,2,0.629546900049977,0
17,1,1,5.7609920807699115,19.038803057160344,0,1,1,1,2,3,3,2,0.7673077762526401,1
15,0,0,0.0,24.322394319268035,0,1,1,1,1,2,3,3,0.42511352147876147,0
4,0,0,0.0,12.944001344283013,1,1,1,1,1,1,2,3,0.42811641090947855,0
21,1,1,5.060296866464537,37.08488572804451,0,2,0,1,1,1,1,2,0.5991993726555638,0
12,0,0,0.0,28.40116896558218,0,1,1,2,1,1,1,1,0.5218683126852753,0
18,0,0,0.0,12.068318817680396,0,0,1,1,2,1,1,1,0.5229591039129351,0
2,1,1,5.680026938957729,20.034611573644813,0,0,1,0,1,2,1,1,0.9377184981043257,1
7,0,1,25.0,5.990199265262041,0,0,1,0,0,1,2,1,0.9005320008564348,1
11,0,0,0.0,15.17076809809119,0,0,1,0,0,0,1,2,0.633084714652088,0
1,0,0,0.0,56.53715048390391,0,0,1,0,0,0,0,1,0.6304262647283683,0
10,0,0,0.0,24.132001843066345,1,1,1,0,0,0,0,0,0.5056005814341875,0
11,0,0,0.0,7.0389391732465905,0,2,0,1,0,0,0,0,0.5081702023313567,0
17,0,0,0.0,40.40464995447842,0,2,0,2,1,0,0,0,0.4313568028174046,0
12,0,0,0.0,26.156249983691396,0,3,0,2,2,1,0,0,0.24064875774352637,0
4,1,1,5.587317276073486,0.5689755172494813,0,4,0,3,2,2,1,0,0.4371078134846313,0
21,0,0,0.0,20.556609930042097,0,4,0,4,3,2,2,1,0.009441357332018424,0
11,0,0,0.0,56.197167260488065,0,4,0,4,4,3,2,2,0.03818699378591393,0
1,0,0,0.0,5.7344318138018835,0,3,0,4,4,4,3,2,0.19509122644767485,0
4,0,0,0.0,4.830715713019652,0,3,0,3,4,4,4,3,0.15031525624585315,0
6,0,0,0.0,15.327561254574945,0,3,0,3,3,4,4,4,0.1790882129689682,0
23,0,1,25.0,1.7500634954652368,0,2,0,3,3,3,4,4,0.3837094967870838,0
11,1,1,6.6199244475072785,16.857840004407446,0,2,0,2,3,3,3,4,0.46989363739837003,0
15,0,0,0.0,3.8539868134257276,0,3,0,2,2,3,3,3,0.16328176869821664,0
22,1,1,3.58903914510181,9.009370183152898,0,4,0,3,2,2,3,3,0.29963872976292055,0
7,0,0,0.0,33.380223688100926,0,3,0,4,3,2,2,3,0.1614696275797107,0
8,0,0,0.0,23.902526505039837,0,3,0,3,4,3,2,2,0.22123706384918382,0
14,0,0,0.0,1.714202980204354,0,4,0,3,3,4,3,2,0.14144737075302233,0
4,0,0,0.0,21.493521499748216,0,4,0,4,3,3,4,3,0.11126833288439339,0
12,0,0,0.0,7.958049991644392,1,4,0,4,4,3,3,4,0.062365186720552426,0
4,0,0,0.0,77.8869234651765,0,4,0,4,4,4,3,3,0.018288621442149697,0
10,0,0,0.0,5.344471001737274,0,4,0,4,4,4,4,3,0.016874943850225935,0
9,1,1,5.105922805784081,9.54014084871022,0,4,0,4,4,4,4,4,0.1985013212238897,0
19,0,0,0.0,6.259523743766615,0,4,0,4,4,4,4,4,0.11594412922194185,0
12,1,1,4.968625555470413,13.235322334796814,0,4,0,4,4,4,4,4,0.21063077029389643,0
8,0,0,0.0,4.636154322621572,0,4,0,4,4,4,4,4,0.0,0
20,1,1,4.565375079465649,36.56693817519589,0,4,0,4,4,4,4,4,0.17873076459867976,0
13,0,0,0.0,14.395378422921711,0,4,0,4,4,4,4,4,0.09835989044993772,0
17,1,1,4.292756639597162,42.89439167280603,0,4,0,4,4,4,4,4,0.24232842569413254,0
14,0,0,0.0,17.11580526248408,0,4,0,4,4,4,4,4,0.10189506016724992,0
9,0,0,0.0,3.0838752850773306,0,4,0,4,4,4,4,4,0.005493318005200594,0
23,0,0,0.0,0.5,0,4,0,4,4,4,4,4,0.04816125455501965,0
6,0,0,0.0,7.853023336577548,0,4,0,4,4,4,4,4,0.0,0
7,0,0,0.0,75.56355255796466,0,4,0,4,4,4,4,4,0.027228705989060995,0
2,0,0,0.0,31.424762121789133,0,3,0,4,4,4,4,4,0.2582771863640681,0
14,0,0,0.0,28.140305523229095,0,3,0,3,4,4,4,4,0.16639031529424633,0
15,0,0,0.0,12.613721629481775,0,3,0,3,3,4,4,4,0.21914802813969206,0
3,0,0,0.0,1.4946431414780188,0,2,0,3,3,3,4,4,0.2514271318199523,0
20,1,1,5.3112375003454115,0.5,0,1,1,2,3,3,3,4,0.7080780085693547,1
5,0,0,0.0,27.360158893391876,0,1,1,1,2,3,3,3,0.45570104472745354,0
0,0,0,0.0,2.9291437117918124,0,1,1,1,1,2,3,3,0.5479457154984894,0
3,0,0,0.0,1.1969682261522494,0,2,0,1,1,1,2,3,0.3436573065951882,0
10,1,1,3.9172448619954343,18.55549677755845,0,3,0,2,1,1,1,2,0.5256690588334547,0
11,0,0,0.0,0.5,0,2,0,3,2,1,1,1,0.45886687693424794,0
4,0,1,25.0,20.253348868287127,0,1,1,2,3,2,1,1,0.7052762012139577,1
22,0,0,0.0,3.2040577747674526,0,1,1,1,2,3,2,1,0.4364691910290028,0
20,1,1,5.016040057831965,5.815728383607598,1,0,1,1,1,2,3,2,0.8813861021705474,1
15,0,0,0.0,2.82565715490026,0,0,1,0,1,1,2,3,0.5551675552678857,0
12,1,1,2.8269804523890794,22.51871754931119,1,1,1,0,0,1,1,2,0.8464648790511297,1
12,0,0,0.0,9.947206898384001,0,1,1,1,0,0,1,1,0.42811783660790675,0
16,0,0,0.0,2.7197679836361974,0,1,1,1,1,0,0,1,0.44182671896917053,0
6,0,0,0.0,0.5893986903294469,0,1,1,1,1,1,0,0,0.5577204994391177,0
7,0,0,0.0,64.81064542847977,0,1,1,1,1,1,1,0,0.6170056803474608,0
12,0,1,25.0,18.795732659450827,0,0,1,1,1,1,1,1,0.9273739216506603,1
22,0,0,0.0,17.089286047997597,0,0,1,0,1,1,1,1,0.5327138401880541,0
15,0,0,0.0,10.48171236416759,0,0,1,0,0,1,1,1,0.5707896599855469,0
3,0,0,0.0,8.563575326780827,0,0,1,0,0,0,1,1,0.6061935868402458,0
7,0,0,0.0,23.841923582360216,0,1,1,0,0,0,0,1,0.4617903354053788,0
15,0,0,0.0,26.282971759278148,0,1,1,1,0,0,0,0,0.41737083766353494,0
20,1,1,3.603789971222986,0.9457138694848679,1,1,1,1,1,0,0,0,0.8752493582161601,1
9,1,1,4.917497725457596,29.429720268198178,0,1,1,1,1,1,0,0,0.7658391466610743,1
11,0,1,25.0,21.503955214640076,0,0,1,1,1,1,1,0,0.863315104940334,1
11,0,0,0.0,9.989190420055147,0,1,1,0,1,1,1,1,0.4474252611258453,0
4,0,1,25.0,9.703243390283804,0,1,1,1,0,1,1,1,0.8268456070485483,1
15,1,1,5.360624427108126,27.008691103974467,0,2,0,1,1,0,1,1,0.5703059465184948,0
0,0,0,0.0,23.666323638585553,0,2,0,2,1,1,0,1,0.3641837522594524,0
8,0,0,0.0,2.241372805731434,1,1,1,2,2,1,1,0,0.5782951810617134,0
11,0,0,0.0,11.95082056677787,0,0,1,1,2,2,1,1,0.5750077348818335,0
4,0,0,0.0,52.28047516610508,0,0,1,0,1,2,2,1,0.5632272161617834,0
21,0,0,0.0,19.946545207068407,0,1,1,0,0,1,2,2,0.49926981528613384,0
19,0,0,0.0,54.1667183178801,0,1,1,1,0,0,1,2,0.5594257075800357,0
21,0,0,0.0,22.441469219220068,0,1,1,1,1,0,0,1,0.5568559588047656,0
23,0,0,0.0,11.155919594094694,0,1,1,1,1,1,0,0,0.5350606452173441,0
2,0,0,0.0,13.929346834273307,0,1,1,1,1,1,1,0,0.4829772443147678,0
4,0,0,0.0,18.537803704375484,0,1,1,1,1,1,1,1,0.4438014394887867,0
1,1,1,4.172008612942759,19.574957900037884,0,2,0,1,1,1,1,1,0.6511406499517216,1
13,0,0,0.0,20.648654015563753,0,2,0,2,1,1,1,1,0.42269955841084195,0
1,1,1,3.9224764191436416,39.94457731857998,0,3,0,2,2,1,1,1,0.4956330609598083,0
12,1,1,4.768778113220604,5.547812355274915,0,4,0,3,2,2,1,1,0.4093852648849126,0
6,0,0,0.0,26.53288440595615,0,4,0,4,3,2,2,1,0.14990733353975386,0
9,1,1,3.5268878126739107,12.648451762392522,0,4,0,4,4,3,2,2,0.3687526121127285,0
12,1,1,5.306518156573443,32.48541051068284,0,4,0,4,4,4,3,2,0.19704756466441692,0
15,0,0,0.0,14.95819083624582,0,4,0,4,4,4,4,3,0.057015014980797356,0
13,1,1,4.065842332142224,41.034881099562064,0,4,0,4,4,4,4,4,0.19226969582494371,0
10,1,1,3.312694855937642,8.275587640301454,0,3,0,4,4,4,4,4,0.3554527162788551,0
9,1,1,2.8114272031190484,1.5686255930456858,0,3,0,3,4,4,4,4,0.20676640891523773,0
5,0,0,0.0,15.528788693605879,1,4,0,3,3,4,4,4,0.0,0
3,0,0,0.0,22.347475278945243,0,4,0,4,3,3,4,4,0.0024049646490903465,0
20,1,1,5.418221661051404,17.637302812309855,0,4,0,4,4,3,3,4,0.1798635331242588,0
0,0,0,0.0,19.36375101614292,0,4,0,4,4,4,3,3,0.03889842813540878,0
6,0,0,0.0,0.5,1,4,0,4,4,4,4,3,0.08258748688197487,0
23,0,0,0.0,50.25345563147758,0,4,0,4,4,4,4,4,0.018028272196833166,0
8,1,1,4.464529327201724,4.601533645874167,0,3,0,4,4,4,4,4,0.29798513108355856,0
7,0,0,0.0,8.013002408237329,1,3,0,3,4,4,4,4,0.1734221856472727,0
4,0,0,0.0,8.130171690548853,0,3,0,3,3,4,4,4,0.2811275260829949,0
18,1,1,2.7709738259891976,35.58796419550445,0,3,0,3,3,3,4,4,0.3415089494458954,0
9,0,0,0.0,20.42693215532923,0,4,0,3,3,3,3,4,0.07368584859614692,0
10,0,0,0.0,14.521911810015485,0,3,0,4,3,3,3,3,0.2174880321113234,0
14,0,0,0.0,1.9170294433406962,0,3,0,3,4,3,3,3,0.23326448704732994,0
5,0,0,0.0,5.860789320231346,0,3,0,3,3,4,3,3,0.15424562822981266,0
14,1,1,2.396806617352827,10.152363331469934,0,2,0,3,3,3,4,3,0.38523663189401075,0
4,0,1,25.0,1.8308391726860862,0,2,0,2,3,3,3,4,0.4048109480398756,0
18,0,1,25.0,12.705237991762429,0,3,0,2,2,3,3,3,0.44142155284059137,0
21,0,0,0.0,3.6184845499234033,0,4,0,3,2,2,3,3,0.06899208257575867,0
18,1,1,4.913293677900814,26.100827441874138,0,4,0,4,3,2,2,3,0.31995592307204096,0
9,0,0,0.0,26.4860021691991,0,4,0,4,4,3,2,2,0.16234465344618956,0
11,1,1,4.696604559201978,13.704881570372926,0,4,0,4,4,4,3,2,0.2981634527088577,0
21,0,0,0.0,6.682630800348364,0,3,0,4,4,4,4,3,0.1562408876617683,0
3,0,1,25.0,0.683673682198824,0,2,0,3,4,4,4,4,0.3026089155200967,0
17,0,0,0.0,14.87283442113272,0,2,0,2,3,4,4,4,0.27560395167345353,0
15,0,0,0.0,23.02790829462019,1,2,0,2,2,3,4,4,0.21480883239747406,0
7,1,1,4.6308027270731165,23.438249221907512,1,2,0,2,2,2,3,4,0.4652951555702579,0
3,0,0,0.0,9.938381482875307,0,2,0,2,2,2,2,3,0.33381616540016873,0
22,0,1,25.0,2.269741622854606,0,1,1,2,2,2,2,2,0.720710914938591,1
11,1,1,6.1735909471996555,1.0051470455327343,0,1,1,1,2,2,2,2,0.7715644911655237,1
1,0,0,0.0,0.8601486453342447,0,1,1,1,1,2,2,2,0.3972543208766775,0
3,0,0,0.0,4.30478700753465,0,1,1,1,1,1,2,2,0.46729050422011287,0
